Category,Message
ham,Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
ham,Hey you told your name to gautham ah?
ham,Didn't you get hep b immunisation in nigeria.
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
ham,Maybe you should find something else to do instead???
ham,If I was I wasn't paying attention
ham,"Aight, let me know when you're gonna be around usf"
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
ham,on a Tuesday night r u 4 real
ham,"I'm in a meeting, call me later at"
ham,Eh u send wrongly lar...
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,S'fine. Anytime. All the best with it.
ham,No she didnt. I will search online and let you know.
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
ham,"Haha yeah, 2 oz is kind of a shitload"
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...
ham,Where you. What happen
ham,I dont thnk its a wrong calling between us
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
ham,Hey we can go jazz power yoga hip hop kb and yogasana
ham,"That's what I love to hear :V see you sundayish, then"
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
ham,"I'll see, but prolly yeah"
ham,I love u 2 my little pocy bell I am sorry but I love u
ham,Sorry i'm not free...
ham,I will see in half an hour
ham,Tell dear what happen to you. Why you talking to me like an alian
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send"
spam,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill
ham,Now only i reached home. . . I am very tired now. . I will come tomorro
ham,I think if he rule tamilnadu..then its very tough for our people.
ham,"Sorry, I'll call later"
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
ham,R u here yet? I'm wearing blue shirt n black pants.
ham,"Babe, I'm back ... Come back to me ..."
ham,Omg it could snow here tonite!
ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run."
ham,K..k..any special today?
ham,Will do. Have a good day
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay."
ham,Thanks for understanding. I've been trying to tell sura that.
ham,Great. So should i send you my account number.
ham,"How about clothes, jewelry, and trips?"
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do"
ham,10 min later k...
ham,Ok lor ü reaching then message me.
ham,S.this will increase the chance of winning.
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance
ham,Ha ha ha good joke. Girls are situation seekers.
ham,Pete can you please ring meive hardly gotany credit
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,meet you in corporation st outside gap … you can see how my mind is working!
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
ham,"Cool, text me when you're ready"
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !
ham,That's y u haf 2 keep me busy...
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.
ham,Ok...
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
ham,Today am going to college so am not able to atten the class.
ham,But i have to. I like to have love and arrange.
ham,Okie
ham,Well there's still a bit left if you guys want to tonight
ham,Even my brother is not like to speak with me. They treat me like aids patent.
ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
ham,Then why you came to hostel.
ham,R ü going 4 today's meeting?
ham,For my family happiness..
ham,Then why you not responding
spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao..."
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me
ham,Ü ready then call me...
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.
ham,I wont. So wat's wit the guys
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
ham,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."
ham,my ex-wife was not able to have kids. Do you want kids one day?
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
ham,We got a divorce. Lol. She.s here
ham,Ya it came a while ago
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
ham,"If e timing can, then i go w u lor..."
ham,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
ham,Dear how is chechi. Did you talk to her
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
ham,We can go 4 e normal pilates after our intro...
ham,Hey now am free you can call me.
ham,Love it! I want to flood that pretty pussy with cum...
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx
ham,"Me, i dont know again oh"
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
ham,When can ü come out?
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
ham,How many times i told in the stage all use to laugh. You not listen aha.
ham,"Sorry, I'll call later"
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
ham,Staff of placement training in Amrita college.
ham,Hope you are not scared!
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
ham,No. On the way home. So if not for the long dry spell the season would have been over
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
spam,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
ham,I had askd u a question some hours before. Its answer
ham,Yes. Rent is very expensive so its the way we save.
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way
ham,Tell them no need to investigate about me anywhere.
ham,Haha i think i did too
ham,"So check your errors and if you had difficulties, do correction."
ham,Then what about further plan?
ham,Mm i had my food da from out
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082
ham,Oh is it? Send me the address
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
ham,I send the print  outs da.
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
ham,K I'll call you when I'm close
ham,Get ready to put on your excellent sub face :)
spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow
ham,No da. . Vijay going to talk in jaya tv
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...
ham,Yesterday its with me only . Now am going home.
ham,K...k:)why cant you come here and search job:)
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part."
